uniprot|subcell_aditional_text|subcell_aditional_text_refs
Q7KZI7|Phosphorylation at Thr-596 by PRKCZ/aPKC and subsequent interaction with 14-3-3 protein YWHAZ promotes relocation from the cell membrane to the cytoplasm.|
Q7KZI7|Phosphorylation at Thr-596 by PRKCZ/aPKC and subsequent interaction with 14-3-3 protein YWHAZ promotes relocation from the cell membrane to the cytoplasm.|
Q7KZI7|Phosphorylation at Thr-596 by PRKCZ/aPKC and subsequent interaction with 14-3-3 protein YWHAZ promotes relocation from the cell membrane to the cytoplasm.|
Q7KZI7|Phosphorylation at Thr-596 by PRKCZ/aPKC and subsequent interaction with 14-3-3 protein YWHAZ promotes relocation from the cell membrane to the cytoplasm.|
Q7KZI7|Phosphorylation at Thr-596 by PRKCZ/aPKC and subsequent interaction with 14-3-3 protein YWHAZ promotes relocation from the cell membrane to the cytoplasm.|
Q7KZI7|Phosphorylation at Thr-596 by PRKCZ/aPKC and subsequent interaction with 14-3-3 protein YWHAZ promotes relocation from the cell membrane to the cytoplasm.|
Q7KZI7|Phosphorylation at Thr-596 by PRKCZ/aPKC and subsequent interaction with 14-3-3 protein YWHAZ promotes relocation from the cell membrane to the cytoplasm.|
P27448||
P27448||
P27448||
P27448||
P27448||
P27448||
P27448||
Q96L34|Localized at the tips of neurite-like processes in differentiated neuroblast cells. Detected in the cytoplasm and neuropil of the hippocampus.|9 17
Q96L34|Localized at the tips of neurite-like processes in differentiated neuroblast cells. Detected in the cytoplasm and neuropil of the hippocampus.|9 17
Q14680||
Q14680||
Q14680||
Q14680||
Q14680||
Q14680||
Q14680||
Q14680||
Q9BUB5||
Q9BUB5||
Q9BUB5||
Q9BUB5||
Q9BUB5||
Q9BUB5||
Q9HBH9||
Q9HBH9||
Q9HBH9||
Q9HBH9||
Q9HBH9||
Q9HBH9||
Q9HBH9||
Q9HBH9||
Q9HBH9||
Q9HBH9||
Q15746|Localized to stress fibers during interphase and to the cleavage furrow during mitosis.|20
Q15746|Localized to stress fibers during interphase and to the cleavage furrow during mitosis.|20
Q15746|Localized to stress fibers during interphase and to the cleavage furrow during mitosis.|20
Q15746|Localized to stress fibers during interphase and to the cleavage furrow during mitosis.|20
Q15746|Localized to stress fibers during interphase and to the cleavage furrow during mitosis.|20
Q15746|Localized to stress fibers during interphase and to the cleavage furrow during mitosis.|20
Q15746|Localized to stress fibers during interphase and to the cleavage furrow during mitosis.|20
Q15746|Localized to stress fibers during interphase and to the cleavage furrow during mitosis.|20
Q15746|Localized to stress fibers during interphase and to the cleavage furrow during mitosis.|20
Q15746|Localized to stress fibers during interphase and to the cleavage furrow during mitosis.|20
Q15746|Localized to stress fibers during interphase and to the cleavage furrow during mitosis.|20
Q32MK0||
Q32MK0||
O60285||
O60285||
Q5VST9|In differentiating skeletal muscle cells, isoform 3 primarily localizes to the sarcomeric M-line and less frequently to the Z-disk (PubMed:12527750). Isoform 3 colocalizes with ANK1 isoform Mu17/ank1.5 at the M-line in differentiated skeletal muscle cells (PubMed:12527750).|
Q5VST9|Colocalizes with CDH2 and ATP1B1 to the sarcolemma and to intercalating disks in cardiac muscles. Colocalizes with ATP1B1 to M line and Z line in cardiac muscles.|21
Q5VST9|In differentiating skeletal muscle cells, isoform 3 primarily localizes to the sarcomeric M-line and less frequently to the Z-disk (PubMed:12527750). Isoform 3 colocalizes with ANK1 isoform Mu17/ank1.5 at the M-line in differentiated skeletal muscle cells (PubMed:12527750).|
Q5VST9|Colocalizes with CDH2 and ATP1B1 to the sarcolemma and to intercalating disks in cardiac muscles. Colocalizes with ATP1B1 to M line and Z line in cardiac muscles.|21
Q5VST9|In differentiating skeletal muscle cells, isoform 3 primarily localizes to the sarcomeric M-line and less frequently to the Z-disk (PubMed:12527750). Isoform 3 colocalizes with ANK1 isoform Mu17/ank1.5 at the M-line in differentiated skeletal muscle cells (PubMed:12527750).|
Q5VST9|Colocalizes with CDH2 and ATP1B1 to the sarcolemma and to intercalating disks in cardiac muscles. Colocalizes with ATP1B1 to M line and Z line in cardiac muscles.|21
Q5VST9|In differentiating skeletal muscle cells, isoform 3 primarily localizes to the sarcomeric M-line and less frequently to the Z-disk (PubMed:12527750). Isoform 3 colocalizes with ANK1 isoform Mu17/ank1.5 at the M-line in differentiated skeletal muscle cells (PubMed:12527750).|
Q5VST9|Colocalizes with CDH2 and ATP1B1 to the sarcolemma and to intercalating disks in cardiac muscles. Colocalizes with ATP1B1 to M line and Z line in cardiac muscles.|21
Q5VST9|In differentiating skeletal muscle cells, isoform 3 primarily localizes to the sarcomeric M-line and less frequently to the Z-disk (PubMed:12527750). Isoform 3 colocalizes with ANK1 isoform Mu17/ank1.5 at the M-line in differentiated skeletal muscle cells (PubMed:12527750).|
Q5VST9|Colocalizes with CDH2 and ATP1B1 to the sarcolemma and to intercalating disks in cardiac muscles. Colocalizes with ATP1B1 to M line and Z line in cardiac muscles.|21
Q96RG2|Localizes in the nucleus of testis germ cells and in the midpiece of sperm tails.|
Q96RG2|Localizes in the nucleus of testis germ cells and in the midpiece of sperm tails.|
Q96RG2|Localizes in the nucleus of testis germ cells and in the midpiece of sperm tails.|
P11309||
P11309||
P11309||
P11309||
Q6P2M8||
Q6P2M8||
Q6P2M8||
Q6P2M8||
Q6P2M8||
Q13131|In response to stress, recruited by p53/TP53 to specific promoters.|
Q13131|In response to stress, recruited by p53/TP53 to specific promoters.|
Q9BZL6|Translocation to the cell membrane is required for kinase activation. Accumulates in the nucleus upon CK1-mediated phosphorylation after activation of G-protein-coupled receptors. Nuclear accumulation is regulated by blocking nuclear export of active PRKD2 rather than by increasing import.|23
Q9BZL6|Translocation to the cell membrane is required for kinase activation. Accumulates in the nucleus upon CK1-mediated phosphorylation after activation of G-protein-coupled receptors. Nuclear accumulation is regulated by blocking nuclear export of active PRKD2 rather than by increasing import.|23
Q9BZL6|Translocation to the cell membrane is required for kinase activation. Accumulates in the nucleus upon CK1-mediated phosphorylation after activation of G-protein-coupled receptors. Nuclear accumulation is regulated by blocking nuclear export of active PRKD2 rather than by increasing import.|23
O94806|Translocation to the cell membrane is required for kinase activation.|
O94806|Translocation to the cell membrane is required for kinase activation.|
Q9Y2K2|Locates to punctate structures within the cytoplasm on binding to YWHAZ.|14
Q9Y2K2|Locates to punctate structures within the cytoplasm on binding to YWHAZ.|14
Q9Y2K2|Locates to punctate structures within the cytoplasm on binding to YWHAZ.|14
Q9Y2K2|Locates to punctate structures within the cytoplasm on binding to YWHAZ.|14
Q9NRH2||
Q9NRH2||
Q15772||
Q15772||
Q15772||
Q15772||
Q15831|A small fraction localizes at membranes (By similarity). Relocates to the cytoplasm when bound to STRAD (STRADA or STRADB) and CAB39/MO25 (CAB39/MO25alpha or CAB39L/MO25beta). Translocates to the mitochondrion during apoptosis. Translocates to the cytoplasm in response to metformin or peroxynitrite treatment. PTEN promotes cytoplasmic localization.|4
Q15831|Predominantly nuclear, but translocates to the cytoplasm in response to metformin or peroxynitrite treatment.|
Q15831|A small fraction localizes at membranes (By similarity). Relocates to the cytoplasm when bound to STRAD (STRADA or STRADB) and CAB39/MO25 (CAB39/MO25alpha or CAB39L/MO25beta). Translocates to the mitochondrion during apoptosis. Translocates to the cytoplasm in response to metformin or peroxynitrite treatment. PTEN promotes cytoplasmic localization.|4
Q15831|Predominantly nuclear, but translocates to the cytoplasm in response to metformin or peroxynitrite treatment.|
Q9BYT3||
Q9BYT3||
Q8N2I9||
Q8N2I9||
Q8N2I9||
Q8N2I9||
O75962||
O75962||
O75962||
O75962||
O75962||
Q6SA08|In spermatozoa, present in the sperm head and in the flagellum.|1
Q6SA08|In spermatozoa, present in the sperm head and in the flagellum.|1
Q6SA08|In spermatozoa, present in the sperm head and in the flagellum.|1
Q8WZ42||
Q8WZ42||
Q8WZ42||
Q8WZ42||
Q8WZ42||
Q8WZ42||
Q8WZ42||
Q8WZ42||
Q8WZ42||
Q8WZ42||
Q8WZ42||
Q8WZ42||
Q8WZ42||
P48729|Localizes to the centrosome in interphase cells, and to kinetochore fibers during mitosis. Also recruited to the keratin cytoskeleton (PubMed:23902688).|12 15
P48729|Localizes to the centrosome in interphase cells, and to kinetochore fibers during mitosis. Also recruited to the keratin cytoskeleton (PubMed:23902688).|12 15
P48729|Localizes to the centrosome in interphase cells, and to kinetochore fibers during mitosis. Also recruited to the keratin cytoskeleton (PubMed:23902688).|12 15
P48730|Localized at mitotic spindle microtubules, and at the centrosomes and interphase in interphase cells. Recruited to the spindle apparatus and the centrosomes in response to DNA-damage. Correct subcellular localization requires kinase activity.|
P48730|Localized at mitotic spindle microtubules, and at the centrosomes and interphase in interphase cells. Recruited to the spindle apparatus and the centrosomes in response to DNA-damage. Correct subcellular localization requires kinase activity.|
Q9HCP0||
Q9HCP0||
Q9Y6M4||
Q9Y6M4||
Q9Y6M4||
Q9Y6M4||
Q9Y6M4||
Q9Y6M4||
Q5TCY1||
Q5TCY1||
Q6IQ55|Localizes to the transition zone in primary cilia in response to cell cycle signals that promote ciliogenesis (By similarity). May also be present in cytosol and, at lower level in the nucleus.|3
Q6IQ55|Localizes to the transition zone in primary cilia in response to cell cycle signals that promote ciliogenesis (By similarity). May also be present in cytosol and, at lower level in the nucleus.|3
Q6IQ55|Localizes to the transition zone in primary cilia in response to cell cycle signals that promote ciliogenesis (By similarity). May also be present in cytosol and, at lower level in the nucleus.|3
Q86Y07||
Q86Y07||
Q86Y07||
Q86Y07||
Q86Y07||
Q86Y07||
Q86Y07||
Q86Y07||
Q86Y07||
Q86Y07||
Q8IV63||
Q8IV63||
Q8IV63||
P06493|Cytoplasmic during the interphase. Colocalizes with SIRT2 on centrosome during prophase and on splindle fibers during metaphase of the mitotic cell cycle. Reversibly translocated from cytoplasm to nucleus when phosphorylated before G2-M transition when associated with cyclin-B1. Accumulates in mitochondria in G2-arrested cells upon DNA-damage.|
P06493|Cytoplasmic during the interphase. Colocalizes with SIRT2 on centrosome during prophase and on splindle fibers during metaphase of the mitotic cell cycle. Reversibly translocated from cytoplasm to nucleus when phosphorylated before G2-M transition when associated with cyclin-B1. Accumulates in mitochondria in G2-arrested cells upon DNA-damage.|
Q15131||
Q15131||
Q15131||
Q15131||
Q15131||
Q15131||
Q15131||
Q9UQ88||
Q9UQ88||
Q9UQ88||
Q9UQ88||
Q9UQ88||
Q9UQ88||
Q9UQ88||
Q9UQ88||
P21127||
P21127||
P21127||
P21127||
P21127||
P21127||
P21127||
P21127||
P21127||
P21127||
Q9NYV4|Colocalized with nuclear speckles throughout interphase.|
Q9NYV4|Colocalized with nuclear speckles throughout interphase.|
Q9NYV4|Colocalized with nuclear speckles throughout interphase.|
Q14004||
Q14004||
O94921|Recruited to the cell membrane by CCNY.|
O94921|Recruited to the cell membrane by CCNY.|
O94921|Recruited to the cell membrane by CCNY.|
Q00536|Colocalizes with insulin in pancreas islets. Recruited to the cell membrane by CCNY.|
Q00536|Colocalizes with insulin in pancreas islets. Recruited to the cell membrane by CCNY.|
Q00536|Colocalizes with insulin in pancreas islets. Recruited to the cell membrane by CCNY.|
P24941|Localized at the centrosomes in late G2 phase after separation of the centrosomes but before the start of prophase. Nuclear-cytoplasmic trafficking is mediated during the inhibition by 1,25-(OH)(2)D(3).|
P24941|Localized at the centrosomes in late G2 phase after separation of the centrosomes but before the start of prophase. Nuclear-cytoplasmic trafficking is mediated during the inhibition by 1,25-(OH)(2)D(3).|
Q8IZL9||
Q8IZL9||
Q8IZL9||
Q8IZL9||
Q8IZL9||
P11802|Cytoplasmic when non-complexed. Forms a cyclin D-CDK4 complex in the cytoplasm as cells progress through G(1) phase. The complex accumulates on the nuclear membrane and enters the nucleus on transition from G(1) to S phase. Also present in nucleoli and heterochromatin lumps. Colocalizes with RB1 after release into the nucleus.|17
P11802|Cytoplasmic when non-complexed. Forms a cyclin D-CDK4 complex in the cytoplasm as cells progress through G(1) phase. The complex accumulates on the nuclear membrane and enters the nucleus on transition from G(1) to S phase. Also present in nucleoli and heterochromatin lumps. Colocalizes with RB1 after release into the nucleus.|17
Q00535|In axonal growth cone with extension to the peripheral lamellipodia (By similarity). Under neurotoxic stress and neuronal injury conditions, CDK5R (p35) is cleaved by calpain to generate CDK5R1 (p25) in response to increased intracellular calcium. The elevated level of p25, when in complex with CDK5, leads to its subcellular misallocation as well as its hyperactivation. Colocalizes with CTNND2 in the cell body of neuronal cells, and with CTNNB1 in the cell-cell contacts and plasma membrane of undifferentiated and differentiated neuroblastoma cells. Reversibly attached to the plasma membrane in an inactive form when complexed to dephosphorylated p35 or CDK5R2 (p39), p35 phosphorylation releases this attachment and activates CDK5.|7
Q00535||
Q00535|In axonal growth cone with extension to the peripheral lamellipodia (By similarity). Under neurotoxic stress and neuronal injury conditions, CDK5R (p35) is cleaved by calpain to generate CDK5R1 (p25) in response to increased intracellular calcium. The elevated level of p25, when in complex with CDK5, leads to its subcellular misallocation as well as its hyperactivation. Colocalizes with CTNND2 in the cell body of neuronal cells, and with CTNNB1 in the cell-cell contacts and plasma membrane of undifferentiated and differentiated neuroblastoma cells. Reversibly attached to the plasma membrane in an inactive form when complexed to dephosphorylated p35 or CDK5R2 (p39), p35 phosphorylation releases this attachment and activates CDK5.|7
Q00535||
P49336||
P49336||
P50750|Accumulates on chromatin in response to replication stress. Complexed with CCNT1 in nuclear speckles, but uncomplexed form in the cytoplasm. The translocation from nucleus to cytoplasm is XPO1/CRM1-dependent. Associates with PML body when acetylated.|
P50750|Accumulates on chromatin in response to replication stress. Complexed with CCNT1 in nuclear speckles, but uncomplexed form in the cytoplasm. The translocation from nucleus to cytoplasm is XPO1/CRM1-dependent. Associates with PML body when acetylated.|
Q00532||
Q00532||
Q00532||
Q8IVW4||
Q8IVW4||
Q5MAI5||
Q5MAI5||
O76039||
O76039||
P49759||
P49759||
P49759||
P49760||
P49760|Inhibition of phosphorylation at Ser-142 results in accumulation in the nuclear speckle.|10
P49760|Co-localizes with serine- and arginine-rich (SR) proteins in the nuclear speckles.|20
P49760||
P49760|Inhibition of phosphorylation at Ser-142 results in accumulation in the nuclear speckle.|10
P49760|Co-localizes with serine- and arginine-rich (SR) proteins in the nuclear speckles.|20
P49760||
P49760|Inhibition of phosphorylation at Ser-142 results in accumulation in the nuclear speckle.|10
P49760|Co-localizes with serine- and arginine-rich (SR) proteins in the nuclear speckles.|20
P49761||
P49761|Co-localizes with serine- and arginine-rich (SR) proteins in the nuclear speckles.|
P49761||
P49761|Co-localizes with serine- and arginine-rich (SR) proteins in the nuclear speckles.|
P49761||
P49761|Co-localizes with serine- and arginine-rich (SR) proteins in the nuclear speckles.|
P49761||
P49761|Co-localizes with serine- and arginine-rich (SR) proteins in the nuclear speckles.|
Q13627||
Q13627||
Q13627||
Q13627||
Q13627||
Q9Y463||
Q9Y463||
Q9Y463||
Q92630|Translocates into the nucleus following DNA damage.|
Q92630|Translocates into the nucleus following DNA damage.|
O43781|Associates with membraneless organelles in the cytoplasm and nucleus (PubMed:29973724). Shuttles between cytoplasm and stress granules (PubMed:20167603). Localized predominantly on distinct speckles distributed throughout the cytoplasm of the cell (PubMed:20167603). At low concentration, showns a homogeneous distribution throughout the cytoplasm and does not condense in speckles. During oxidative and osmotic stress, localizes to stress granules (PubMed:20167603).|7 10
O43781|Associates with membraneless organelles in the cytoplasm and nucleus (PubMed:29973724). Shuttles between cytoplasm and stress granules (PubMed:20167603). Localized predominantly on distinct speckles distributed throughout the cytoplasm of the cell (PubMed:20167603). At low concentration, showns a homogeneous distribution throughout the cytoplasm and does not condense in speckles. During oxidative and osmotic stress, localizes to stress granules (PubMed:20167603).|7 10
Q9NR20||
Q9NR20||
Q9NR20||
Q9NR20||
Q9NR20||
Q9NR20||
Q9NR20||
Q9NR20||
Q9NR20||
Q9NR20||
P49841|The phosphorylated form shows localization to cytoplasm and cell membrane. The MEMO1-RHOA-DIAPH1 signaling pathway controls localization of the phosphorylated form to the cell membrane.|
P49841|The phosphorylated form shows localization to cytoplasm and cell membrane. The MEMO1-RHOA-DIAPH1 signaling pathway controls localization of the phosphorylated form to the cell membrane.|
Q86Z02|Predominantly nuclear. Translocates from nucleus to cytoplasm in response to stress stimuli via SENP1-mediated desumoylation.|11 14
Q86Z02|Predominantly nuclear. Translocates from nucleus to cytoplasm in response to stress stimuli via SENP1-mediated desumoylation.|11 14
Q86Z02|Predominantly nuclear. Translocates from nucleus to cytoplasm in response to stress stimuli via SENP1-mediated desumoylation.|11 14
Q86Z02|Predominantly nuclear. Translocates from nucleus to cytoplasm in response to stress stimuli via SENP1-mediated desumoylation.|11 14
Q9H2X6|Concentrated in PML/POD/ND10 nuclear bodies. Small amounts are cytoplasmic.|
Q9H2X6|Concentrated in PML/POD/ND10 nuclear bodies. Small amounts are cytoplasmic.|
Q9H2X6|Concentrated in PML/POD/ND10 nuclear bodies. Small amounts are cytoplasmic.|
Q9H422||
Q9H422||
Q9UPZ9|Also found at the ciliary tip (PubMed:24797473). Nuclear localization has been observed with a GFP-tagged construct in transfected HeLa cells (PubMed:12103360, PubMed:19185282).|7 10 11
Q9UPZ9|Predominant cytoplasmic localization has been observed with a N-terminally GFP-tagged construct.|8
Q9UPZ9|Also found at the ciliary tip (PubMed:24797473). Nuclear localization has been observed with a GFP-tagged construct in transfected HeLa cells (PubMed:12103360, PubMed:19185282).|7 10 11
Q9UPZ9|Predominant cytoplasmic localization has been observed with a N-terminally GFP-tagged construct.|8
P20794|Localized in both the connecting cilia and the outer segment axonemes (By similarity). Localized uniformly in nuclei during interphase, to the mitotic spindle and centrosomes during metaphase and anaphase, and also to midbody at anaphase until telophase.|1
P20794|Localized in both the connecting cilia and the outer segment axonemes (By similarity). Localized uniformly in nuclei during interphase, to the mitotic spindle and centrosomes during metaphase and anaphase, and also to midbody at anaphase until telophase.|1
P20794|Localized in both the connecting cilia and the outer segment axonemes (By similarity). Localized uniformly in nuclei during interphase, to the mitotic spindle and centrosomes during metaphase and anaphase, and also to midbody at anaphase until telophase.|1
P28482|Associated with the spindle during prometaphase and metaphase (By similarity). PEA15-binding and phosphorylated DAPK1 promote its cytoplasmic retention. Phosphorylation at Ser- 246 and Ser-248 as well as autophosphorylation at Thr-190 promote nuclear localization.|20
P28482|Associated with the spindle during prometaphase and metaphase (By similarity). PEA15-binding and phosphorylated DAPK1 promote its cytoplasmic retention. Phosphorylation at Ser- 246 and Ser-248 as well as autophosphorylation at Thr-190 promote nuclear localization.|20
P53779|Palmitoylation regulates MAPK10 trafficking to cytoskeleton. Recruited to the mitochondria in the presence of SARM1 (By similarity).|7
P53779|Palmitoylation regulates MAPK10 trafficking to cytoskeleton. Recruited to the mitochondria in the presence of SARM1 (By similarity).|7
P53779|Palmitoylation regulates MAPK10 trafficking to cytoskeleton. Recruited to the mitochondria in the presence of SARM1 (By similarity).|7
Q15759||
Q15759||
P53778|Mitochondrial when associated with SH3BP5. In skeletal muscle colocalizes with SNTA1 at the neuromuscular junction and throughout the sarcolemma (By similarity).|3
P53778|Mitochondrial when associated with SH3BP5. In skeletal muscle colocalizes with SNTA1 at the neuromuscular junction and throughout the sarcolemma (By similarity).|3
Q16539||
Q16539||
Q16539||
Q16539||
Q16539||
Q8TD08|Co-localizes to the cytoplasm only in presence of ESRRA (PubMed:21190936). Translocates to the nucleus upon activation (PubMed:20638370). At prometaphase I, metaphase I (MI), anaphase I, telophase I, and metaphase II (MII) stages, is stably detected at the spindle (By similarity).|3 11 13
Q8TD08|Co-localizes to the cytoplasm only in presence of ESRRA (PubMed:21190936). Translocates to the nucleus upon activation (PubMed:20638370). At prometaphase I, metaphase I (MI), anaphase I, telophase I, and metaphase II (MII) stages, is stably detected at the spindle (By similarity).|3 11 13
Q8TD08|Co-localizes to the cytoplasm only in presence of ESRRA (PubMed:21190936). Translocates to the nucleus upon activation (PubMed:20638370). At prometaphase I, metaphase I (MI), anaphase I, telophase I, and metaphase II (MII) stages, is stably detected at the spindle (By similarity).|3 11 13
P27361|Autophosphorylation at Thr-207 promotes nuclear localization.|
P27361|Autophosphorylation at Thr-207 promotes nuclear localization.|
P27361|Autophosphorylation at Thr-207 promotes nuclear localization.|
Q13164|Translocates to the nucleus upon activation.|
Q13164|Translocates to the nucleus upon activation.|
Q13164|Translocates to the nucleus upon activation.|
Q13164|Translocates to the nucleus upon activation.|
P45983|Colocalizes with POU5F1 in the nucleus.|14
P45983|Colocalizes with POU5F1 in the nucleus.|14
P45983|Colocalizes with POU5F1 in the nucleus.|14
P45983|Colocalizes with POU5F1 in the nucleus.|14
P45983|Colocalizes with POU5F1 in the nucleus.|14
P45984|Colocalizes with POU5F1 in the nucleus.|4
P45984|Colocalizes with POU5F1 in the nucleus.|4
P45984|Colocalizes with POU5F1 in the nucleus.|4
P45984|Colocalizes with POU5F1 in the nucleus.|4
P45984|Colocalizes with POU5F1 in the nucleus.|4
Q9UQ07||
Q9UQ07||
Q9UQ07||
Q9UQ07||
Q9UQ07||
Q9UQ07||
Q96SB4|Shuttles between the nucleus and the cytoplasm. Inhibition of the Hsp90 ATPase activity, osmotic stress and interaction with HHV-1 ICP27 protein can induce its translocation to the nucleus. KAT5/TIP60 inhibits its nuclear translocation.|
Q96SB4|Mainly localized in the microsomal fraction and the cytoplasm, and to a lesser extent in the nuclear matrix.|
Q96SB4|Shuttles between the nucleus and the cytoplasm. Inhibition of the Hsp90 ATPase activity, osmotic stress and interaction with HHV-1 ICP27 protein can induce its translocation to the nucleus. KAT5/TIP60 inhibits its nuclear translocation.|
Q96SB4|Mainly localized in the microsomal fraction and the cytoplasm, and to a lesser extent in the nuclear matrix.|
Q96SB4|Shuttles between the nucleus and the cytoplasm. Inhibition of the Hsp90 ATPase activity, osmotic stress and interaction with HHV-1 ICP27 protein can induce its translocation to the nucleus. KAT5/TIP60 inhibits its nuclear translocation.|
Q96SB4|Mainly localized in the microsomal fraction and the cytoplasm, and to a lesser extent in the nuclear matrix.|
P78362|Shuttles between the nucleus and the cytoplasm. KAT5/TIP60 inhibits its nuclear translocation. Phosphorylation at Thr-492 by PKB/AKT1 promotes nuclear translocation.|
P78362|Shuttles between the nucleus and the cytoplasm. KAT5/TIP60 inhibits its nuclear translocation. Phosphorylation at Thr-492 by PKB/AKT1 promotes nuclear translocation.|
Q96PY6|Associated with the pericentriolar material (PubMed:21211617). Localizes to centrosome during interphase and mitosis (By similarity). Translocated from cytoplasm to discrete nuclear foci at sites of DNA damage (PubMed:15604234).|6 9 14
Q96PY6|Associated with the pericentriolar material (PubMed:21211617). Localizes to centrosome during interphase and mitosis (By similarity). Translocated from cytoplasm to discrete nuclear foci at sites of DNA damage (PubMed:15604234).|6 9 14
Q96PY6|Associated with the pericentriolar material (PubMed:21211617). Localizes to centrosome during interphase and mitosis (By similarity). Translocated from cytoplasm to discrete nuclear foci at sites of DNA damage (PubMed:15604234).|6 9 14
Q96PY6|Associated with the pericentriolar material (PubMed:21211617). Localizes to centrosome during interphase and mitosis (By similarity). Translocated from cytoplasm to discrete nuclear foci at sites of DNA damage (PubMed:15604234).|6 9 14
Q96PY6|Associated with the pericentriolar material (PubMed:21211617). Localizes to centrosome during interphase and mitosis (By similarity). Translocated from cytoplasm to discrete nuclear foci at sites of DNA damage (PubMed:15604234).|6 9 14
Q96PY6|Associated with the pericentriolar material (PubMed:21211617). Localizes to centrosome during interphase and mitosis (By similarity). Translocated from cytoplasm to discrete nuclear foci at sites of DNA damage (PubMed:15604234).|6 9 14
Q8NG66|Nuclear during interphase but moves to the polar microtubules during prometaphase and metaphase (PubMed:12154088). Accumulates in the nucleolus in G1/S-arrested cells (PubMed:15161910).|5 7
Q8NG66|Nuclear during interphase but moves to the polar microtubules during prometaphase and metaphase (PubMed:12154088). Accumulates in the nucleolus in G1/S-arrested cells (PubMed:15161910).|5 7
Q8NG66|Nuclear during interphase but moves to the polar microtubules during prometaphase and metaphase (PubMed:12154088). Accumulates in the nucleolus in G1/S-arrested cells (PubMed:15161910).|5 7
Q8NG66|Nuclear during interphase but moves to the polar microtubules during prometaphase and metaphase (PubMed:12154088). Accumulates in the nucleolus in G1/S-arrested cells (PubMed:15161910).|5 7
P51955|STK3/MST2 and SAV1 are required for its targeting to the centrosome. Colocalizes with SGO1 and MAD1L1 at the kinetochore. Not associated with kinetochore in the interphase but becomes associated with it upon the breakdown of the nuclear envelope. Has a nucleolar targeting/ retention activity via a coiled-coil domain at the C-terminal end.|
P51955|Predominantly cytoplasmic.|
P51955|Predominantly nuclear.|
P51955|STK3/MST2 and SAV1 are required for its targeting to the centrosome. Colocalizes with SGO1 and MAD1L1 at the kinetochore. Not associated with kinetochore in the interphase but becomes associated with it upon the breakdown of the nuclear envelope. Has a nucleolar targeting/ retention activity via a coiled-coil domain at the C-terminal end.|
P51955|Predominantly cytoplasmic.|
P51955|Predominantly nuclear.|
P51955|STK3/MST2 and SAV1 are required for its targeting to the centrosome. Colocalizes with SGO1 and MAD1L1 at the kinetochore. Not associated with kinetochore in the interphase but becomes associated with it upon the breakdown of the nuclear envelope. Has a nucleolar targeting/ retention activity via a coiled-coil domain at the C-terminal end.|
P51955|Predominantly cytoplasmic.|
P51955|Predominantly nuclear.|
P51955|STK3/MST2 and SAV1 are required for its targeting to the centrosome. Colocalizes with SGO1 and MAD1L1 at the kinetochore. Not associated with kinetochore in the interphase but becomes associated with it upon the breakdown of the nuclear envelope. Has a nucleolar targeting/ retention activity via a coiled-coil domain at the C-terminal end.|
P51955|Predominantly cytoplasmic.|
P51955|Predominantly nuclear.|
P51956||
P51956||
P51957||
P51957||
P51957||
Q9HC98|Colocalizes with APBB1 at the nuclear speckles. Colocalizes with PIN1 in the nucleus. Colocalizes with ATF4, CIR1, ARHGAP33, ANKRA2, CDC42, NEK9, RAD26L, RBBP6, RPS7, TRIP4, RELB and PHF1 in the centrosome. Localizes to spindle microtubules in metaphase and anaphase and to the midbody during cytokinesis.|
Q9HC98|Colocalizes with APBB1 at the nuclear speckles. Colocalizes with PIN1 in the nucleus. Colocalizes with ATF4, CIR1, ARHGAP33, ANKRA2, CDC42, NEK9, RAD26L, RBBP6, RPS7, TRIP4, RELB and PHF1 in the centrosome. Localizes to spindle microtubules in metaphase and anaphase and to the midbody during cytokinesis.|
Q9HC98|Colocalizes with APBB1 at the nuclear speckles. Colocalizes with PIN1 in the nucleus. Colocalizes with ATF4, CIR1, ARHGAP33, ANKRA2, CDC42, NEK9, RAD26L, RBBP6, RPS7, TRIP4, RELB and PHF1 in the centrosome. Localizes to spindle microtubules in metaphase and anaphase and to the midbody during cytokinesis.|
Q9HC98|Colocalizes with APBB1 at the nuclear speckles. Colocalizes with PIN1 in the nucleus. Colocalizes with ATF4, CIR1, ARHGAP33, ANKRA2, CDC42, NEK9, RAD26L, RBBP6, RPS7, TRIP4, RELB and PHF1 in the centrosome. Localizes to spindle microtubules in metaphase and anaphase and to the midbody during cytokinesis.|
Q8TDX7|Present at centrosome throughout the cell cycle (PubMed:17586473). Also detected at spindle midzone of the anaphase cells and eventually concentrates at the midbody (PubMed:17586473). Interaction with ANKS3 prevents its translocation to the nucleus (By similarity).|5 12
Q8TDX7|Present at centrosome throughout the cell cycle (PubMed:17586473). Also detected at spindle midzone of the anaphase cells and eventually concentrates at the midbody (PubMed:17586473). Interaction with ANKS3 prevents its translocation to the nucleus (By similarity).|5 12
P20594||
P20594||
Q02750|Localizes at centrosomes during prometaphase, midzone during anaphase and midbody during telophase/cytokinesis (PubMed:14737111). Membrane localization is probably regulated by its interaction with KSR1 (PubMed:10409742).|12 14
Q02750|Localizes at centrosomes during prometaphase, midzone during anaphase and midbody during telophase/cytokinesis (PubMed:14737111). Membrane localization is probably regulated by its interaction with KSR1 (PubMed:10409742).|12 14
P45985||
P45985||
P52564|Binds to microtubules.|
P52564|Binds to microtubules.|
O14733||
O14733||
O14733||
O14733||
