id_react_refs|reaction_text
Q9BUB5_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9BUB5_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9BUB5_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9HBH9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9HBH9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9HBH9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9HBH9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9HBH9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9HBH9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9HBH9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9HBH9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9HBH9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9HBH9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15746_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q15746_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q15746_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q15746_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q15746_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q15746_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q15746_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q15746_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q15746_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q15746_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q15746_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q15746_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q15746_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q15746_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q15746_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q15746_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q15746_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q15746_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q15746_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q15746_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q15746_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q15746_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q32MK0_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q32MK0_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q32MK0_1|[myosin light chain]-L-serine + ATP = [myosin light chain]-O-phospho-L-serine + ADP + H(+)
Q32MK0_2|[myosin light chain]-L-threonine + ATP = [myosin light chain]-O-phospho-L-threonine + ADP + H(+)
Q86YV6_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q86YV6_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q86YV6_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q86YV6_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
O60285_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
O60285_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
O60285_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
O60285_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q5VST9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q5VST9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q5VST9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q5VST9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q5VST9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q5VST9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q5VST9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q5VST9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q5VST9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q5VST9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q96RG2_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q96RG2_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q96RG2_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q96RG2_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q96RG2_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q96RG2_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q16816_1|2 ATP + phosphorylase b = 2 ADP + phosphorylase a.
Q16816_2|[tau protein]-L-serine + ATP = [tau protein]-O-phospho-L-serine + ADP + H(+)
Q16816_3|[tau protein]-L-threonine + ATP = [tau protein]-O-phospho-L-threonine + ADP + H(+)
Q16816_4|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q16816_5|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q16816_1|2 ATP + phosphorylase b = 2 ADP + phosphorylase a.
Q16816_2|[tau protein]-L-serine + ATP = [tau protein]-O-phospho-L-serine + ADP + H(+)
Q16816_3|[tau protein]-L-threonine + ATP = [tau protein]-O-phospho-L-threonine + ADP + H(+)
Q16816_4|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q16816_5|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
P15735_1|2 ATP + phosphorylase b = 2 ADP + phosphorylase a.
P15735_1|2 ATP + phosphorylase b = 2 ADP + phosphorylase a.
P11309_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
P11309_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
P11309_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
P11309_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q6P2M8_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q6P2M8_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q6P2M8_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q6P2M8_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q6P2M8_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q6P2M8_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q6P2M8_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q6P2M8_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q6P2M8_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q6P2M8_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q13131_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q13131_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q13131_3|[acetyl-CoA carboxylase]-L-serine + ATP = [acetyl-CoA carboxylase]-O-phospho-L-serine + ADP + H(+)
Q13131_4|[3-hydroxy-3-methylglutaryl-coenzyme A reductase]-L-serine + ATP = [3-hydroxy-3-methylglutaryl-coenzyme A reductase]-O-phospho-L-serine + ADP + H(+)
Q13131_5|[tau protein]-L-serine + ATP = [tau protein]-O-phospho-L-serine + ADP + H(+)
Q13131_6|[tau protein]-L-threonine + ATP = [tau protein]-O-phospho-L-threonine + ADP + H(+)
Q13131_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q13131_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q13131_3|[acetyl-CoA carboxylase]-L-serine + ATP = [acetyl-CoA carboxylase]-O-phospho-L-serine + ADP + H(+)
Q13131_4|[3-hydroxy-3-methylglutaryl-coenzyme A reductase]-L-serine + ATP = [3-hydroxy-3-methylglutaryl-coenzyme A reductase]-O-phospho-L-serine + ADP + H(+)
Q13131_5|[tau protein]-L-serine + ATP = [tau protein]-O-phospho-L-serine + ADP + H(+)
Q13131_6|[tau protein]-L-threonine + ATP = [tau protein]-O-phospho-L-threonine + ADP + H(+)
Q9BZL6_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9BZL6_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9BZL6_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9BZL6_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9BZL6_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9BZL6_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
O94806_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
O94806_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
O94806_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
O94806_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9Y2K2_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9Y2K2_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9Y2K2_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9Y2K2_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9Y2K2_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9Y2K2_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9Y2K2_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9Y2K2_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9NRH2_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9NRH2_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9NRH2_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9NRH2_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15772_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15772_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15772_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15772_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15772_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15772_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15772_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15772_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15831_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15831_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15831_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15831_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9BYT3_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9BYT3_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9BYT3_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9BYT3_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8N2I9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8N2I9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8N2I9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8N2I9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8N2I9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8N2I9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8N2I9_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8N2I9_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
O75962_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
O75962_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
O75962_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
O75962_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
O75962_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
O75962_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
O75962_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
O75962_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
O75962_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
O75962_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q6SA08_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q6SA08_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q6SA08_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q6SA08_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q6SA08_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q6SA08_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q8WZ42_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q8WZ42_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
P48729_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
P48729_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
P48729_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
P48729_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
P48729_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
P48729_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
P48730_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
P48730_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
P48730_3|[tau protein]-L-serine + ATP = [tau protein]-O-phospho-L-serine + ADP + H(+)
P48730_4|[tau protein]-L-threonine + ATP = [tau protein]-O-phospho-L-threonine + ADP + H(+)
P48730_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
P48730_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
P48730_3|[tau protein]-L-serine + ATP = [tau protein]-O-phospho-L-serine + ADP + H(+)
P48730_4|[tau protein]-L-threonine + ATP = [tau protein]-O-phospho-L-threonine + ADP + H(+)
Q9HCP0_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9HCP0_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9HCP0_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9HCP0_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9Y6M4_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9Y6M4_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9Y6M4_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9Y6M4_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9Y6M4_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9Y6M4_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9Y6M4_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9Y6M4_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9Y6M4_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9Y6M4_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9Y6M4_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9Y6M4_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q5TCY1_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q5TCY1_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q5TCY1_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q5TCY1_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q6IQ55_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q6IQ55_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q6IQ55_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q6IQ55_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q6IQ55_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q6IQ55_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q86Y07_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q86Y07_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q86Y07_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q86Y07_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q86Y07_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q86Y07_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q86Y07_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q86Y07_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q86Y07_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q86Y07_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
P06493_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
P06493_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
P06493_3|[DNA-directed RNA polymerase] + ATP = ADP + H(+) + phospho-[DNA-directed RNA polymerase]
P06493_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
P06493_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
P06493_3|[DNA-directed RNA polymerase] + ATP = ADP + H(+) + phospho-[DNA-directed RNA polymerase]
Q15131_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15131_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15131_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15131_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15131_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15131_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15131_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15131_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15131_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15131_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15131_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15131_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q15131_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q15131_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9UQ88_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9UQ88_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9UQ88_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9UQ88_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9UQ88_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9UQ88_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9UQ88_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9UQ88_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9UQ88_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9UQ88_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
Q9UQ88_1|ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]
Q9UQ88_2|ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]
